,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,name
207,207,2020-08-07,67.2,16,0.5,▲,21.0,0.7,sicarus_prime_set
207,207,2020-08-07,118.3,10,0.0,-,14.0,0.0,spira_prime_set
207,207,2020-08-07,23.6,40,1.0,▲,-16.0,4.4,vasto_prime_set
206,206,2020-08-07,92.5,22,0.3,▲,45.0,0.3,ankyros_prime_set
207,207,2020-08-07,44.2,21,0.0,-,21.0,0.0,dakra_prime_set
207,207,2020-08-07,31.7,18,0.5,▲,19.0,1.6,destreza_prime_set
207,207,2020-08-07,79.5,19,1.3,▲,-4.0,1.7,dual_kamas_prime_set
207,207,2020-08-07,10.9,9,0.0,-,-8.0,0.0,fang_prime_set
207,207,2020-08-07,33.5,34,-1.0,▼,23.0,-2.9,fragor_prime_set
207,207,2020-08-07,32.5,27,0.6,▲,-11.0,1.9,galatine_prime_set
207,207,2020-08-07,96.6,14,0.1,▲,18.0,0.1,glaive_prime_set
207,207,2020-08-07,23.8,40,-0.2,▼,8.0,-0.8,gram_prime_set
206,206,2020-08-07,62.8,11,1.1,▲,14.0,1.8,kogake_prime_set
207,207,2020-08-07,168.2,65,0.4,▲,57.0,0.2,kronen_prime_set
207,207,2020-08-07,125.3,33,1.0,▲,28.0,0.8,nami_skyla_prime_set
207,207,2020-08-07,88.4,60,0.6,▲,40.0,0.7,nikana_prime_set
207,207,2020-08-07,28.7,19,0.3,▲,-20.0,1.1,ninkondi_prime_set
207,207,2020-08-07,13.2,40,1.0,▲,-1.0,8.2,orthos_prime_set
207,207,2020-08-07,108.3,37,-0.3,▼,26.0,-0.3,reaper_prime_set
207,207,2020-08-07,23.1,51,0.5,▲,-3.0,2.2,redeemer_prime_set
207,207,2020-08-07,48.5,21,0.6,▲,18.0,1.3,scindo_prime_set
207,207,2020-08-07,40.4,23,0.0,-,-14.0,0.0,silva_and_aegis_prime_set
207,207,2020-08-07,48.9,16,0.2,▲,-15.0,0.4,tekko_prime_set
207,207,2020-08-07,34.1,18,0.5,▲,-5.0,1.5,tipedo_prime_set
207,207,2020-08-07,178.2,20,-0.1,▼,37.0,-0.1,venka_prime_set
178,178,2020-08-07,72.1,62,0.0,-,11.0,0.0,shedu_set
178,178,2020-08-07,260.2,7,3.4,▲,4.0,1.3,braton_vandal_set
175,175,2020-08-07,26.3,7,-0.4,▼,15.0,-1.5,dera_vandal_set
175,175,2020-08-07,47.9,8,1.0,▲,4.0,2.1,karak_wraith_set
172,172,2020-08-07,8.4,5,0.0,-,1.0,0.0,gorgon_wraith_set
174,174,2020-08-07,45.5,4,1.9,▲,18.0,4.4,latron_wraith_set
178,178,2020-08-07,44.8,6,1.0,▲,2.0,2.3,strun_wraith_set
178,178,2020-08-07,31.0,4,0.8,▲,18.0,2.6,snipetron_vandal_set
178,178,2020-08-07,136.4,11,-2.0,▼,-2.0,-1.4,lato_vandal_set
175,175,2020-08-07,41.2,2,0.5,▲,10.0,1.2,twin_vipers_wraith_set
177,177,2020-08-07,18.8,6,0.0,-,12.0,0.0,furax_wraith_set
178,178,2020-08-07,50.9,16,-1.6,▼,-7.0,-3.0,pathocyst_set
178,178,2020-08-07,47.2,22,1.2,▲,24.0,2.6,imperator_vandal_set
24,24,2020-08-07,98.1,94,-6.9,▼,-6.0,-6.6,panthera_prime_set
24,24,2020-08-07,73.2,98,-6.4,▼,-7.0,-8.0,karyst_prime_set
178,178,2020-08-07,28.2,17,0.0,-,1.0,0.0,rakta_cernos
170,170,2020-08-07,70.3,2,1.5,▲,26.0,2.2,vulkar_wraith
178,178,2020-08-07,32.4,15,0.3,▲,11.0,0.9,sancti_tigris
178,178,2020-08-07,26.3,15,1.0,▲,5.0,4.0,vaykor_hek
178,178,2020-08-07,32.9,15,0.5,▲,8.0,1.5,synoid_simulor
177,177,2020-08-07,39.7,22,1.3,▲,-1.0,3.4,secura_penta
156,156,2020-08-07,47.9,1,4.0,▲,-3.0,9.1,quanta_vandal
171,171,2020-08-07,52.1,8,1.9,▲,17.0,3.8,prisma_grinlok
177,177,2020-08-07,51.5,9,-1.5,▼,13.0,-2.8,supra_vandal
159,159,2020-08-07,57.5,1,0.5,▲,13.0,0.9,prisma_tetra
166,166,2020-08-07,59.9,2,3.4,▲,10.0,6.0,prisma_grakata
178,178,2020-08-07,26.7,12,0.7,▲,-1.0,2.7,vaykor_marelok
178,178,2020-08-07,31.0,23,-0.5,▼,-5.0,-1.6,synoid_gammacor
177,177,2020-08-07,28.4,19,0.2,▲,7.0,0.7,rakta_ballistica
172,172,2020-08-07,79.8,7,3.0,▲,15.0,3.9,mara_detron
159,159,2020-08-07,78.6,2,3.9,▲,31.0,5.2,prisma_angstrum
178,178,2020-08-07,37.1,14,0.5,▲,-4.0,1.4,secura_dual_cestra
170,170,2020-08-07,46.7,6,-0.8,▼,11.0,-1.7,prisma_twin_gremlins
178,178,2020-08-07,31.4,19,0.5,▲,5.0,1.6,telos_akbolto
178,178,2020-08-07,33.6,13,0.5,▲,2.0,1.5,sancti_castanas
170,170,2020-08-07,65.4,5,4.5,▲,10.0,7.4,prisma_skana
164,164,2020-08-07,46.7,5,0.5,▲,15.0,1.1,prisma_dual_cleavers
160,160,2020-08-07,69.7,2,1.8,▲,16.0,2.7,machete_wraith
150,150,2020-08-07,57.2,2,0.5,▲,25.0,0.9,prova_vandal
178,178,2020-08-07,33.5,24,1.4,▲,0.0,4.4,rakta_dark_dagger
152,152,2020-08-07,74.4,5,1.4,▲,21.0,1.9,prisma_obex
178,178,2020-08-07,31.7,17,-0.5,▼,3.0,-1.6,vaykor_sydon
178,178,2020-08-07,35.8,16,-0.4,▼,-4.0,-1.1,synoid_heliocor
178,178,2020-08-07,38.1,12,1.4,▲,-4.0,3.8,sancti_magistar
178,178,2020-08-07,31.0,13,0.0,-,5.0,0.0,telos_boltor
178,178,2020-08-07,36.0,18,0.1,▲,3.0,0.3,secura_lecta
136,136,2020-08-07,25.6,35,0.2,▲,0.0,0.8,aerodynamic
134,134,2020-08-07,14.0,23,0.0,-,18.0,0.0,brief_respite
102,102,2020-08-07,3.5,12,-0.3,▼,-4.0,-7.9,combat_discipline
136,136,2020-08-07,18.9,46,0.8,▲,44.0,4.4,corrosive_projection
135,135,2020-08-07,18.3,7,0.1,▲,1.0,0.5,dead_eye
111,111,2020-08-07,24.2,6,-1.4,▼,-13.0,-5.5,empowered_blades
136,136,2020-08-07,19.3,12,-1.8,▼,14.0,-8.5,enemy_radar
136,136,2020-08-07,23.5,27,0.4,▲,33.0,1.7,energy_siphon
136,136,2020-08-07,30.0,21,0.3,▲,-5.0,1.0,growing_power
135,135,2020-08-07,18.7,10,-1.3,▼,20.0,-6.5,loot_detector
131,131,2020-08-07,3.6,5,0.0,-,7.0,0.0,mecha_empowered
96,96,2020-08-07,4.1,1,0.2,▲,-3.0,5.1,melee_guidance
112,112,2020-08-07,8.3,3,0.2,▲,8.0,2.5,physique
136,136,2020-08-07,7.0,49,0.0,-,2.0,0.0,pistol_amp
136,136,2020-08-07,16.8,21,-0.2,▼,-5.0,-1.2,power_donation
136,136,2020-08-07,25.6,16,0.8,▲,28.0,3.2,rejuvenation
120,120,2020-08-07,7.7,2,-0.2,▼,-3.0,-2.5,shepherd
124,124,2020-08-07,16.9,3,1.0,▲,7.0,6.3,shield_disruption
127,127,2020-08-07,6.0,5,0.0,-,-3.0,0.0,shotgun_amp
124,124,2020-08-07,21.1,2,-1.6,▼,0.0,-7.0,speed_holster
136,136,2020-08-07,17.5,8,1.6,▲,31.0,10.1,sprint_boost
130,130,2020-08-07,8.2,2,-0.1,▼,9.0,-1.2,stand_united
136,136,2020-08-07,23.8,26,1.8,▲,27.0,8.2,steel_charge
136,136,2020-08-07,10.3,26,0.4,▲,1.0,4.0,swift_momentum
136,136,2020-08-07,17.1,122,0.1,▲,-1.0,0.6,adaptation
118,118,2020-08-07,4.1,2,0.3,▲,-1.0,7.9,aero_vantage
135,135,2020-08-07,3.1,2,-0.1,▼,-5.0,-3.1,agility_drift
136,136,2020-08-07,3.7,21,0.0,-,4.0,0.0,armored_agility
128,128,2020-08-07,4.2,6,0.0,-,-5.0,0.0,augur_accord
136,136,2020-08-07,4.9,24,-0.1,▼,4.0,-2.0,augur_message
136,136,2020-08-07,16.3,69,0.5,▲,15.0,3.2,augur_reach
136,136,2020-08-07,26.4,65,-0.3,▼,-17.0,-1.1,augur_secrets
135,135,2020-08-07,4.5,3,0.1,▲,-3.0,2.3,aviator
136,136,2020-08-07,14.3,112,-0.2,▼,0.0,-1.4,blind_rage
136,136,2020-08-07,6.0,28,0.1,▲,6.0,1.7,coaction_drift
136,136,2020-08-07,13.2,62,0.1,▲,15.0,0.8,constitution
136,136,2020-08-07,3.8,23,0.2,▲,-11.0,5.6,continuity
136,136,2020-08-07,5.5,53,-0.3,▼,-1.0,-5.2,cunning_drift
123,123,2020-08-07,2.2,4,-0.2,▼,-7.0,-8.3,endurance_drift
133,133,2020-08-07,3.3,5,0.2,▲,2.0,6.5,enemy_sense
136,136,2020-08-07,46.0,16,-1.0,▼,2.0,-2.1,energy_conversion
136,136,2020-08-07,14.8,17,-0.4,▼,2.0,-2.6,equilibrium
136,136,2020-08-07,15.5,82,-0.8,▼,0.0,-4.9,fleeting_expertise
135,135,2020-08-07,2.5,12,0.1,▲,-6.0,4.2,flow
104,104,2020-08-07,2.9,1,0.0,-,6.0,0.0,fortitude
136,136,2020-08-07,4.5,19,0.0,-,5.0,0.0,gladiator_aegis
136,136,2020-08-07,8.3,18,0.0,-,8.0,0.0,gladiator_finesse
136,136,2020-08-07,7.7,35,-0.1,▼,-8.0,-1.3,gladiator_resolve
136,136,2020-08-07,5.3,10,-0.1,▼,1.0,-1.9,handspring
136,136,2020-08-07,47.6,22,-0.4,▼,-12.0,-0.8,health_conversion
136,136,2020-08-07,5.5,52,0.0,-,3.0,0.0,hunter_adrenaline
136,136,2020-08-07,2.2,9,0.0,-,5.0,0.0,intensify
108,108,2020-08-07,3.6,1,0.2,▲,-4.0,5.9,lightning_dash
118,118,2020-08-07,3.3,6,-0.1,▼,-5.0,-2.9,mecha_pulse
136,136,2020-08-07,14.1,136,-0.6,▼,7.0,-4.1,narrow_minded
136,136,2020-08-07,5.8,45,0.2,▲,-4.0,3.6,natural_talent
136,136,2020-08-07,14.0,85,-0.9,▼,-1.0,-6.0,overextended
136,136,2020-08-07,4.9,76,-0.4,▼,-11.0,-7.5,power_drift
136,136,2020-08-07,28.7,55,0.9,▲,49.0,3.2,primed_continuity
136,136,2020-08-07,40.7,31,0.8,▲,39.0,2.0,primed_flow
136,136,2020-08-07,8.5,32,-0.1,▼,0.0,-1.2,rage
136,136,2020-08-07,16.0,50,0.1,▲,27.0,0.6,rolling_guard
136,136,2020-08-07,13.4,25,-0.2,▼,5.0,-1.5,speed_drift
90,90,2020-08-07,1.9,1,0.0,-,2.0,0.0,stealth_drift
126,126,2020-08-07,9.8,9,-1.4,▼,-9.0,-12.5,strain_consume
136,136,2020-08-07,1.8,9,-0.2,▼,0.0,-10.0,streamline
118,118,2020-08-07,3.7,1,0.0,-,-11.0,0.0,streamlined_form
97,97,2020-08-07,2.2,2,0.1,▲,-2.0,4.8,stretch
134,134,2020-08-07,10.7,12,0.0,-,1.0,0.0,sure_footed
134,134,2020-08-07,4.5,7,0.3,▲,1.0,7.1,synth_reflex
136,136,2020-08-07,15.0,108,-1.2,▼,-3.0,-7.4,transient_fortitude
136,136,2020-08-07,5.0,14,-0.1,▼,9.0,-2.0,vigilante_pursuit
108,108,2020-08-07,2.6,2,-0.1,▼,-1.0,-3.7,vigilante_vigor
136,136,2020-08-07,8.4,33,0.1,▲,2.0,1.2,vigor
136,136,2020-08-07,16.0,21,-1.1,▼,-2.0,-6.4,vigorous_swap
93,93,2020-08-07,1.5,24,0.0,-,-4.0,0.0,arcane_consequence
113,113,2020-08-07,2.4,33,0.3,▲,-1.0,14.3,arcane_momentum
121,121,2020-08-07,4.2,105,0.0,-,-1.0,0.0,arcane_nullifier
87,87,2020-08-07,1.0,10,0.0,-,-3.0,0.0,arcane_tempo
54,54,2020-08-07,1.4,6,0.0,-,3.0,0.0,arcane_warmth
80,80,2020-08-07,2.1,1,-0.1,▼,-7.0,-4.5,arcane_deflection
104,104,2020-08-07,4.1,12,-0.3,▼,-7.0,-6.8,arcane_resistance
103,103,2020-08-07,4.1,10,0.2,▲,-2.0,5.1,arcane_victory
122,122,2020-08-07,5.2,76,0.1,▲,-1.0,2.0,arcane_acceleration
79,79,2020-08-07,2.1,1,-0.2,▼,-6.0,-8.7,arcane_agility
86,86,2020-08-07,2.9,48,0.2,▲,9.0,7.4,arcane_eruption
122,122,2020-08-07,20.0,178,0.2,▲,31.0,1.0,arcane_guardian
72,72,2020-08-07,2.7,21,0.2,▲,2.0,8.0,arcane_phantasm
122,122,2020-08-07,7.3,79,0.3,▲,-10.0,4.3,arcane_strike
122,122,2020-08-07,17.2,39,1.1,▲,-1.0,6.8,arcane_aegis
122,122,2020-08-07,14.0,70,0.0,-,-10.0,0.0,arcane_precision
118,118,2020-08-07,7.7,34,-0.3,▼,6.0,-3.8,arcane_pulse
111,111,2020-08-07,7.3,22,0.0,-,-3.0,0.0,arcane_ultimatum
119,119,2020-08-07,2.4,2,-0.3,▼,0.0,-11.1,arcane_trickery
122,122,2020-08-07,7.1,117,0.3,▲,-1.0,4.4,arcane_velocity
89,89,2020-08-07,1.9,10,-0.1,▼,0.0,-5.0,arcane_arachne
122,122,2020-08-07,8.3,73,0.0,-,-4.0,0.0,arcane_avenger
122,122,2020-08-07,20.5,153,0.7,▲,14.0,3.5,arcane_fury
121,121,2020-08-07,4.2,58,0.1,▲,-5.0,2.4,arcane_rage
122,122,2020-08-07,14.6,39,0.3,▲,-15.0,2.1,arcane_barrier
122,122,2020-08-07,43.9,66,0.3,▲,50.0,0.7,arcane_energize
122,122,2020-08-07,44.8,173,0.2,▲,25.0,0.4,arcane_grace
106,106,2020-08-07,3.1,4,0.2,▲,-8.0,6.9,arcane_bodyguard
122,122,2020-08-07,11.9,50,0.1,▲,-6.0,0.8,arcane_pistoleer
114,114,2020-08-07,3.9,1,0.1,▲,-6.0,2.6,arcane_primary_charger
120,120,2020-08-07,5.2,19,-0.1,▼,-23.0,-1.9,arcane_tanker
52,52,2020-08-07,7.7,27,0.1,▲,1.0,1.3,magus_replenish
119,119,2020-08-07,4.5,27,0.1,▲,-11.0,2.3,magus_elevate
20,20,2020-08-07,13.0,1,0.0,-,3.0,0.0,magus_glitch
29,29,2020-08-07,14.0,12,-1.6,▼,2.0,-10.3,magus_revert
121,121,2020-08-07,9.2,56,0.0,-,-18.0,0.0,magus_lockdown
74,74,2020-08-07,14.9,18,-0.4,▼,8.0,-2.6,magus_anomaly
118,118,2020-08-07,9.9,40,-0.3,▼,-14.0,-2.9,magus_repair
13,13,2020-08-07,5.8,1,0.0,-,5.0,0.0,virtuos_null
89,89,2020-08-07,4.0,2,0.2,▲,0.0,5.3,virtuos_shadow
10,10,2020-08-07,3.7,10,-0.6,▼,0.0,-14.0,virtuos_surge
93,93,2020-08-07,4.5,18,0.1,▲,-3.0,2.3,pax_seeker
55,55,2020-08-07,7.5,9,0.3,▲,-3.0,4.2,exodia_triumph
57,57,2020-08-07,9.5,8,0.6,▲,0.0,6.7,exodia_brave
91,91,2020-08-07,9.0,3,0.0,-,1.0,0.0,exodia_force
88,88,2020-08-07,11.4,16,-0.5,▼,8.0,-4.2,exodia_hunt
122,122,2020-08-07,45.9,31,-0.5,▼,8.0,-1.1,exodia_contagion
122,122,2020-08-07,8.5,80,0.0,-,5.0,0.0,hunter_munitions
122,122,2020-08-07,6.4,54,0.3,▲,-2.0,4.9,vigilante_armaments
122,122,2020-08-07,4.5,9,-0.2,▼,1.0,-4.3,vigilante_fervor
122,122,2020-08-07,9.3,4,-0.3,▼,-2.0,-3.1,vigilante_offense
122,122,2020-08-07,24.0,22,-0.2,▼,-4.0,-0.8,vigilante_supplies
122,122,2020-08-07,104.8,21,-0.1,▼,4.0,-0.1,argon_scope
122,122,2020-08-07,13.0,30,0.0,-,13.0,0.0,bladed_rounds
100,100,2020-08-07,19.3,2,0.0,-,8.0,0.0,cautious_shot
101,101,2020-08-07,3.6,2,-0.3,▼,1.0,-7.7,crash_course
121,121,2020-08-07,3.4,6,0.0,-,-4.0,0.0,critical_delay
119,119,2020-08-07,7.8,6,-0.2,▼,0.0,-2.5,fanged_fusillade
111,111,2020-08-07,3.7,4,0.1,▲,3.0,2.8,firestorm
122,122,2020-08-07,47.9,35,0.2,▲,11.0,0.4,hammer_shot
122,122,2020-08-07,13.0,92,-0.4,▼,6.0,-3.0,heavy_caliber
118,118,2020-08-07,4.1,2,0.3,▲,-5.0,7.9,hellfire
122,122,2020-08-07,51.7,48,4.5,▲,-3.0,9.5,high_voltage
30,30,2020-08-07,4.8,1,0.2,▲,3.0,4.3,hush
122,122,2020-08-07,5.4,48,0.0,-,-1.0,0.0,malignant_force
106,106,2020-08-07,15.3,4,0.9,▲,1.0,6.2,piercing_caliber
122,122,2020-08-07,66.9,19,0.0,-,24.0,0.0,primed_cryo_rounds
108,108,2020-08-07,43.4,1,1.0,▲,9.0,2.4,primed_fast_hands
42,42,2020-08-07,4.2,1,0.2,▲,0.0,5.0,proton_jet
122,122,2020-08-07,17.5,50,-0.8,▼,-9.0,-4.4,rime_rounds
58,58,2020-08-07,2.4,2,-0.2,▼,5.0,-7.7,serration
119,119,2020-08-07,3.5,6,0.0,-,-3.0,0.0,shred
27,27,2020-08-07,2.8,1,0.0,-,3.0,0.0,sinister_reach
122,122,2020-08-07,3.1,40,0.0,-,-8.0,0.0,split_chamber
66,66,2020-08-07,2.2,2,0.0,-,0.0,0.0,stabilizer
114,114,2020-08-07,3.3,12,-0.2,▼,-6.0,-5.7,terminal_velocity
122,122,2020-08-07,8.7,23,0.0,-,2.0,0.0,thermite_rounds
82,82,2020-08-07,10.9,1,1.0,▲,5.0,10.1,twitch
122,122,2020-08-07,7.9,49,0.1,▲,-3.0,1.3,vile_acceleration
122,122,2020-08-07,3.5,29,0.0,-,-5.0,0.0,vital_sense
116,116,2020-08-07,2.6,3,0.0,-,3.0,0.0,wildfire
84,84,2020-08-07,11.5,3,0.7,▲,-5.0,6.5,guided_ordnance
101,101,2020-08-07,3.4,1,0.0,-,-1.0,0.0,rifle_ammo_mutation
46,46,2020-08-07,24.9,1,-2.9,▼,3.0,-10.4,primed_rifle_ammo_mutation
106,106,2020-08-07,7.1,2,0.6,▲,-5.0,9.2,tactical_reload
95,95,2020-08-07,2.3,1,0.0,-,-1.0,0.0,tainted_mag
102,102,2020-08-07,36.5,23,0.1,▲,2.0,0.3,blaze
7,7,2020-08-07,2.6,1,-0.4,▼,2.0,-13.3,blunderbuss
63,63,2020-08-07,7.7,1,0.2,▲,-3.0,2.7,breach_loader
84,84,2020-08-07,3.6,3,0.1,▲,2.0,2.9,charged_shell
102,102,2020-08-07,2.9,11,-0.2,▼,7.0,-6.5,chilling_reload
90,90,2020-08-07,3.6,6,-0.1,▼,3.0,-2.7,contagious_spread
75,75,2020-08-07,2.6,1,-0.2,▼,0.0,-7.1,critical_deceleration
100,100,2020-08-07,3.9,9,0.2,▲,6.0,5.4,frail_momentum
102,102,2020-08-07,6.7,19,-0.1,▼,-15.0,-1.5,frigid_blast
102,102,2020-08-07,10.8,11,-0.2,▼,3.0,-1.8,laser_sight
80,80,2020-08-07,4.7,1,0.0,-,-5.0,0.0,motus_setup
53,53,2020-08-07,62.9,2,0.5,▲,9.0,0.8,primed_cleanse_corpus
101,101,2020-08-07,61.6,11,1.5,▲,0.0,2.5,primed_charged_shell
102,102,2020-08-07,34.3,11,0.5,▲,17.0,1.5,primed_point_blank
101,101,2020-08-07,56.7,6,2.0,▲,-8.0,3.7,primed_ravage
43,43,2020-08-07,45.2,3,1.0,▲,-6.0,2.3,primed_shotgun_ammo_mutation
99,99,2020-08-07,2.1,1,-0.1,▼,-3.0,-4.5,ravage
44,44,2020-08-07,8.4,1,-0.4,▼,10.0,-4.5,repeater_clip
102,102,2020-08-07,7.5,17,0.0,-,1.0,0.0,scattering_inferno
102,102,2020-08-07,31.4,15,0.2,▲,-8.0,0.6,shell_shock
82,82,2020-08-07,3.2,1,-0.1,▼,-1.0,-3.0,shotgun_ammo_mutation
63,63,2020-08-07,3.3,1,0.1,▲,1.0,3.1,shotgun_spazz
83,83,2020-08-07,4.0,2,0.3,▲,-1.0,8.1,shrapnel_shot
102,102,2020-08-07,9.8,12,0.0,-,-11.0,0.0,sweeping_serration
102,102,2020-08-07,3.8,17,0.1,▲,2.0,2.7,toxic_barrage
102,102,2020-08-07,4.3,23,0.0,-,5.0,0.0,vicious_spread
101,101,2020-08-07,4.6,7,-0.2,▼,6.0,-4.2,depleted_reload
101,101,2020-08-07,319.8,4,-0.8,▼,5.0,-0.2,primed_chamber
43,43,2020-08-07,2.6,2,0.1,▲,6.0,4.0,sniper_ammo_mutation
99,99,2020-08-07,3.2,5,0.2,▲,2.0,6.7,arrow_mutation
95,95,2020-08-07,58.4,7,1.4,▲,-5.0,2.5,split_flights
102,102,2020-08-07,6.8,33,-0.4,▼,-4.0,-5.6,anemic_agility
102,102,2020-08-07,3.2,8,-0.2,▼,0.0,-5.9,augur_pact
98,98,2020-08-07,5.8,3,-0.2,▼,1.0,-3.3,augur_seeker
102,102,2020-08-07,6.0,41,0.2,▲,-1.0,3.4,barrel_diffusion
77,77,2020-08-07,9.3,2,0.1,▲,-4.0,1.1,bore
86,86,2020-08-07,3.7,3,0.0,-,-8.0,0.0,concealed_explosives
74,74,2020-08-07,2.3,1,0.0,-,2.0,0.0,creeping_bullseye
86,86,2020-08-07,4.7,1,0.1,▲,0.0,2.2,deep_freeze
94,94,2020-08-07,9.8,8,0.6,▲,16.0,6.5,eject_magazine
34,34,2020-08-07,6.3,2,0.4,▲,-2.0,6.8,embedded_catalyzer
102,102,2020-08-07,7.5,43,0.2,▲,-4.0,2.7,frostbite
75,75,2020-08-07,23.0,1,-1.0,▼,-8.0,-4.2,fulmination
47,47,2020-08-07,2.2,6,-0.2,▼,1.0,-8.3,gunslinger
92,92,2020-08-07,2.9,2,0.0,-,-4.0,0.0,hollow_point
99,99,2020-08-07,4.2,11,0.0,-,-2.0,0.0,hydraulic_crosshairs
102,102,2020-08-07,53.1,15,0.7,▲,10.0,1.3,jolt
102,102,2020-08-07,13.3,76,-0.1,▼,7.0,-0.7,lethal_torrent
102,102,2020-08-07,6.9,41,-0.3,▼,-1.0,-4.2,magnum_force
102,102,2020-08-07,7.9,11,0.0,-,-4.0,0.0,maim
102,102,2020-08-07,6.7,15,-0.1,▼,-7.0,-1.5,pathogen_rounds
96,96,2020-08-07,4.5,3,0.8,▲,3.0,21.6,pistol_ammo_mutation
102,102,2020-08-07,3.8,29,0.2,▲,-8.0,5.6,pistol_pestilence
45,45,2020-08-07,48.1,1,3.6,▲,-3.0,8.1,pressurized_magazine
